AMT Sample,Image No.,Spheres Y/N?,,Family,Genus,Species,CN visible,CN x2,CL distal,CL proximal,CW,CD - short,Cd-long,Shape model (Sun and Lui),Volume,Eq. spherical D,Notes,ks suggested,ks min,ks max,,PIC pg CaCO3,PIC pg C,PIC pmol C,Cocco D,Volume,% vol. that is cell for this genus,Estimated cell volume,Estimated cell diameter,Estimated POC pg C MDL,Estimated POC pmol C MDL,PIC:POC MDL,Estimated POC pg C Villiot,Estimated POC pmol C Villiot,PIC:POC Villiot
AMT-14 CTD15 13m,31-8-05-0288,Intact,1,Rhabdosphaeraceae,Discosphaera,tubifera,11,22,1.948,,1.893,4.507,4.714,PS,50.14,4.57,"not including trumpet length, as trumpets were broken off at base",0.07,0.053,0.087,,30.74,3.69,0.31,4.57,50.14,95,47.63,4.50,8.13,0.68,0.45,4.48,0.37,0.82
AMT-14 CTD15 13m,31-8-05-0291,Intact,1,Noelaerhabdaceae,Emiliania,huxleyi,9,18,3.688,,3.049,6.335,7.255,PS,152.45,6.63,,0.02,0.016,0.025,,48.76,5.85,0.49,6.63,152.45,53.00,80.80,5.36,13.35,1.11,0.44,6.49,0.54,0.90
AMT-14 CTD15 13m,31-8-05-0292,Partly collapsed,1,Rhabdosphaeraceae,Rhabdosphaera,clavigera,12,24,3.302,,1.975,7.04,7.596,PS,197.12,7.22,,0.025,,,,58.32,7.00,0.58,7.22,197.12,90.00,177.41,6.97,27.94,2.33,0.25,11.26,0.94,0.62
AMT-14 CTD15 13m,31-8-05-0294,Other part 0293,1,Umbellosphaeraceae,Umbellosphaera,tenuis,11,22,4.467,,3.364,8.835,8.835,PS,361.09,8.84,,0.015,0.012,0.016,,79.42,9.53,0.79,8.84,361.09,95,343.04,8.69,51.90,4.32,0.18,17.86,1.49,0.53
AMT-14 CTD15 13m,31-8-05-0304,Intact,1,Umbellosphaeraceae,Umbellosphaera,tenuis,11,22,5.566,,4.763,8.261,9.328,PS,333.31,8.60,Smallest visible coccolith distal length is 4.247 um width 3.193,0.015,0.012,0.016,,153.64,18.44,1.54,8.60,333.31,95,316.65,8.46,48.14,4.01,0.38,16.89,1.41,1.09
AMT-14 CTD15 13m,31-8-05-0310,Intact,1,Noelaerhabdaceae,Emiliania,huxleyi,10,20,3.156,,2.599,6.841,7.124,PS,174.57,6.93,,0.02,0.016,0.025,,33.95,4.07,0.34,6.93,174.57,53.00,92.52,5.61,15.16,1.26,0.27,7.14,0.59,0.57
AMT-14 CTD15 13m,31-8-05-0314,Intact,1,Calcidiscaceae,Umbilicosphaera,sibogae,17,34,5.612,,5.564,13.885,15.827,PS,1597.68,14.50,,0.05,,,,811.27,97.35,8.11,14.50,1597.68,91,1453.89,14.06,201.40,16.78,0.48,49.08,4.09,1.98
AMT-14 CTD15 13m,31-8-05-0314,Other part ,1,Calcidiscaceae,Umbilicosphaera,sibogae,9,36,6.21,,,14.265,,,,,Other half of coccosphere not visible in this image,0.05,,,,1163.89,139.67,11.64,,,,,,,,,,,
AMT-14 CTD15 13m,31-8-05-0321,Partially collapsed,1,Umbellosphaeraceae,Umbellosphaera,tenuis,9,18,7.944,,4.507,,,,,,Measured coccolith is the largest visible. No proximal coccolith view available,0.015,0.012,0.016,,365.46,43.86,3.65,,,,,,,,,,,
AMT-14 CTD15 13m,31-8-05-0326,Collapsed,1,Umbellosphaeraceae,Umbellosphaera,tenuis,,22,6.744,1.985,,,,,250.89,7.83,"CW = 1.476,  maximum upper collar CW = 5.369, possible 5% base overlap",0.015,0.012,0.016,,273.29,32.80,2.73,7.83,250.89,95,238.35,7.69,36.87,3.07,0.89,13.84,1.15,2.37
AMT-14 CTD15 13m,31-8-05-0329,Intact,1,Noelaerhabdaceae,Emiliania,huxleyi,7,14,3.559,,2.687,5.322,5.531,PS,82.03,5.39,,0.02,0.016,0.025,,34.08,4.09,0.34,5.39,82.03,53.00,43.47,4.36,7.46,0.62,0.55,4.21,0.35,0.97
AMT-14 CTD15 13m,31-8-05-0330,Collapsed,1,Holococcolith,Helladosphaera,cornifera HOL,31,62,2.058,,1.199,,,,1468.58,14.10,"CW = 1.199, assuming 30% gap between coccoliths",0.036,,,,52.53,6.30,0.53,14.10,1468.58,36.00,528.69,10.03,77.90,6.49,0.08,24.17,2.01,0.26
AMT-14 CTD15 13m,31-8-05-0332,Collapsed,1,Rhabdosphaeraceae,Rhabdosphaera,clavigera,,10,3.226,,1.513,,,,45.17,4.42,"5 with spines, approx. 5 no spines, CW = 1.513, 80% coccolith overlap, spine length = 4.710",0.025,,,,22.66,2.72,0.23,4.42,45.17,90.00,40.65,4.27,7.00,0.58,0.39,4.01,0.33,0.68
AMT-14 CTD15 13m,31-8-05-0335,Intact,1,Umbellosphaeraceae,Umbellosphaera,tenuis,13,26,4.52,,3.081,8.004,8.461,PS,283.81,8.15,Measured coccolith is the largest visible. No proximal coccolith view available,0.015,0.012,0.016,,97.24,11.67,0.97,8.15,283.81,95,269.62,8.02,41.39,3.45,0.28,15.09,1.26,0.77
AMT-14 CTD15 13m,31-8-05-0335,Intact,1,Umbellosphaeraceae,Umbellosphaera,tenuis,8,16,4.408,,3.718,8.01,8.028,PS,269.69,8.02,Measured coccolith is the largest visible. No proximal coccolith view available,0.015,0.012,0.016,,55.50,6.66,0.56,8.02,269.69,95,256.21,7.88,39.46,3.29,0.17,14.56,1.21,0.46
AMT-14 CTD15 13m,31-8-05-0337,Intact,1,Holococcolith,Poritectolithus,maximus,30,60,2.193,,1.465,,,,2077.09,15.83,"CW = 1.465, assuming 30% gap between coccoliths",,,,,,,,,,,,,,,,,,
AMT-14 CTD15 13m,31-8-05-0343,Intact,1,Syracosphaeraceae,Syracosphaera,prolongata,16,32,1.367,,0.873,4.148,5.349,PS,48.19,4.51,,0.015,,,,3.31,0.40,0.03,4.51,48.19,76.00,36.62,4.12,6.35,0.53,0.06,3.73,0.31,0.11
AMT-14 CTD15 13m,31-8-05-0343,Intact,1,Rhabdosphaeraceae,Rhabdosphaera,clavigera,21,42,3.35,,1.596,7.392,7.322,PS,209.48,7.37,"12 with spines, approx. 30 no spines, CW = 1.596, 80% coccolith overlap, spine length = 5.088",0.025,,,,106.58,12.79,1.07,7.37,209.48,90.00,188.54,7.11,29.58,2.47,0.43,11.75,0.98,1.09
AMT-14 CTD15 13m,31-8-05-0344,Collapsed,1,Noelaerhabdaceae,Emiliania,huxleyi,,14,3.922,,3.192,,,,187.88,7.11,"Tube cycle CL = 2.462, Tube cycle CW = 1.929",0.02,0.016,0.025,,45.61,5.47,0.46,7.11,187.88,53.00,99.58,5.75,16.25,1.35,0.34,7.51,0.63,0.73
AMT-14 CTD15 13m,31-8-05-0344,Collapsed,1,Holococcolith,Syracosphaera,molischii HOL,33,66,1.017,,0.512,4.613,4.875,PS,54.32,4.70,Coccosphere size measured from flattened coccosphere,0.036,,,,6.75,0.81,0.07,4.70,54.32,70.00,38.02,4.17,6.58,0.55,0.12,3.83,0.32,0.21
AMT-14 CTD15 13m,31-8-05-0345,Collapsed,1,Umbellosphaeraceae,Umbellosphaera,tenuis,7,14,6.234,1.89,,,,,105.47,5.86,"CW = 1.367,  maximum upper collar CW = 5.114, possible 5% base overlap",0.015,0.012,0.016,,137.37,16.48,1.37,5.86,105.47,95,100.19,5.76,16.34,1.36,1.01,7.55,0.63,2.18
AMT-14 CTD15 13m,31-8-05-0346,Collapsed,1,Umbellosphaeraceae,Umbellosphaera,tenuis,,32,5.893,2.18,4.718,,,,599.80,10.46,"CW = 1.652,  maximum upper collar CW = 4.718, possible 5% base overlap",0.015,0.012,0.016,,265.22,31.83,2.65,10.46,599.80,95,569.81,10.29,83.58,6.96,0.38,25.48,2.12,1.25
AMT-14 CTD15 13m,31-8-05-0348,Partly collapsed,1,Rhabdosphaeraceae,Rhabdosphaera,clavigera,11,22,3.351,,1.837,6.031,6.031,PS,114.86,6.03,"7 with spines, approx. 15 no spines, spine length = 4.570",0.025,,,,55.88,6.71,0.56,6.03,114.86,90.00,103.37,5.82,16.83,1.40,0.40,7.71,0.64,0.87
AMT-14 CTD15 13m,31-8-05-0349,Collapsed,1,Rhabdosphaeraceae,Rhabdosphaera,clavigera,,26,3.447,,2.218,,,,131.25,6.31,"14 with spines, approx. 12 no spines, CW = 2.218, 80% coccolith overlap, spine length = 3.977",0.025,,,,71.88,8.63,0.72,6.31,131.25,90.00,118.13,6.09,19.07,1.59,0.45,8.47,0.71,1.02
AMT-14 CTD15 13m,31-8-05-0350,Intact,1,Syracosphaeraceae,Syracosphaera,nodosa,18,36,1.87,,1.146,5.421,5.545,PS,85.32,5.46,,0.015,,,,9.53,1.14,0.10,5.46,85.32,76.00,64.84,4.98,10.86,0.90,0.11,5.56,0.46,0.21
AMT-14 CTD15 13m,31-8-05-0364,Collapsed,1,Umbellosphaeraceae,Umbellosphaera,tenuis,,17,7.288,1.881,5.504,,,,155.77,6.68,"CW = 1.467,  maximum upper collar CW = 5.504, possible 5% base overlap",0.015,0.012,0.016,,266.52,31.98,2.67,6.68,155.77,95,147.98,6.56,23.57,1.96,1.36,9.91,0.83,3.23
AMT-14 CTD15 13m,31-8-05-0368,Intact,1,Calcidiscaceae,Umbilicosphaera,sibogae,22,44,7.047,,6.299,18.42,19.783,PS,3514.55,18.86,,0.05,,,,2078.74,249.45,20.79,18.86,3514.55,91,3198.24,18.28,422.25,35.19,0.59,85.22,7.10,2.93
AMT-14 CTD15 13m,31-8-05-0369,Intact,1,Holococcolith,Syracosphaera,aurisinae HOL,23,46,2.431,,1.652,8.02,9.552,PS,321.69,8.50,,0.036,,,,64.24,7.71,0.64,8.50,321.69,70.00,225.19,7.55,34.95,2.91,0.22,13.30,1.11,0.58
AMT-14 CTD15 13m,31-8-05-0370,Collapsed,1,Rhabdosphaeraceae,Rhabdosphaera,xiphos,,31,1.654,,0.784,,,,11.94,2.84,"CW = 0.784, 80% coccolith overlap, spine length = 5.088",0.005,,,,1.89,0.23,0.02,2.84,11.94,90.00,10.74,2.74,2.01,0.17,0.11,1.58,0.13,0.14
AMT-14 CTD15 13m,31-8-05-0376,Intact,1,Umbellosphaeraceae,Umbellosphaera,tenuis,7,14,6.675,1.793,5.133,,,,91.00,5.58,"CW = 1.306,  maximum upper collar CW = 5.133, possible 5% base overlap",0.015,0.012,0.016,,168.63,20.24,1.69,5.58,91.00,95,86.45,5.49,14.23,1.19,1.42,6.81,0.57,2.97
AMT-14 CTD15 13m,31-8-05-0377,Partly collapsed,1,Syracosphaeraceae,Syracosphaera,prolongata,29,58,2.723,,2.075,8.618,10.826,PS,421.00,9.30,"Polymorphic, will have 2 layers, measured from slighty flattened coccosphere",0.015,,,,47.43,5.69,0.47,9.30,421.00,76.00,319.96,8.49,48.61,4.05,0.12,17.01,1.42,0.33
AMT-14 CTD15 13m,31-8-05-0378,Intact,1,Rhabdosphaeraceae,Rhabdosphaera,clavigera,17,34,3.305,,1.767,5.942,7.299,PS,134.94,6.36,"8 with spines, approx. 30 no spines, CW = 1.767, 80% coccolith overlap, spine length = 4.724",0.025,,,,82.85,9.94,0.83,6.36,134.94,90.00,121.44,6.14,19.57,1.63,0.51,8.63,0.72,1.15
AMT-14 CTD15 13m,31-8-05-0396,Intact,1,Umbellosphaeraceae,Umbellosphaera,tenuis,7,14,6.377,,5.001,7.083,9.196,PS,241.56,7.73,"This is coccosphere size, needs adjusting for coccolith height.",0.015,0.012,0.016,,147.04,17.64,1.47,7.73,241.56,95,229.49,7.60,35.58,2.96,0.50,13.48,1.12,1.31
AMT-14 CTD15 13m,31-8-05-0399,Intact,1,Umbellosphaeraceae,Umbellosphaera,tenuis,12,24,5.315,,3.539,8.293,10.29,PS,370.54,8.91,"This is coccosphere size, needs adjusting for coccolith height.",0.015,0.012,0.016,,145.94,17.51,1.46,8.91,370.54,95,352.01,8.76,53.17,4.43,0.33,18.19,1.52,0.96
AMT-14 CTD15 13m,31-8-05-0400,Intact,1,Umbellosphaeraceae,Umbellosphaera,tenuis,12,24,6.232,,3.622,7.438,8.518,PS,246.75,7.78,"This is coccosphere size, needs adjusting for coccolith height.",0.015,0.012,0.016,,235.26,28.23,2.35,7.78,246.75,95,234.41,7.65,36.30,3.02,0.78,13.68,1.14,2.06
AMT-14 CTD15 13m,31-8-05-0400,Intact,1,Umbellosphaeraceae,Umbellosphaera,tenuis,5,20,6.95,,5.17,9.366,11.494,PS,527.93,10.03,"This is coccosphere size, needs adjusting for coccolith height.",0.015,0.012,0.016,,271.92,32.63,2.72,10.03,527.93,95,501.54,9.86,74.14,6.18,0.44,23.30,1.94,1.40
AMT-14 CTD15 13m,31-8-05-0403,,1,Holococcolith,Homozygosphaera,spinosa,20,40,2.103,,1.234,5.298,6.994,PS,102.79,5.81,,,,,,,,,,,,,,,,,,,
AMT-14 CTD15 13m,31-8-05-0405,,1,Rhabdosphaeraceae,Rhabdosphaera,clavigera,,28,2.654,,2.26,,,,101.93,5.80,"14 with spines, approx. 14 no spines, CW = 2.260, 80% coccolith overlap, spine length = 4.718",0.025,,,,35.33,4.24,0.35,5.80,101.93,90.00,91.74,5.60,15.04,1.25,0.28,7.09,0.59,0.60
AMT-14 CTD15 13m,31-8-05-0407,,1,Syracosphaeraceae,Syracosphaera,nodosa,16,32,1.925,,1.168,4.997,5.269,PS,68.89,5.09,,0.015,,,,9.24,1.11,0.09,5.09,68.89,76.00,52.36,4.64,8.88,0.74,0.12,4.79,0.40,0.23
AMT-14 CTD15 13m,31-8-05-0410,,1,Noelaerhabdaceae,Emiliania,huxleyi,11,22,3.635,,,6.778,8.135,PS,195.69,7.20,,0.02,0.016,0.025,,57.06,6.85,0.57,7.20,195.69,53.00,103.71,5.83,16.88,1.41,0.41,7.73,0.64,0.89
AMT-14 CTD15 13m,31-8-05-0414,,1,Noelaerhabdaceae,Emiliania,huxleyi,15,30,3.318,,2.564,7.955,7.983,PS,264.51,7.96,,0.02,0.016,0.025,,59.18,7.10,0.59,7.96,264.51,53.00,140.19,6.45,22.40,1.87,0.32,9.55,0.80,0.74
AMT-14 CTD15 13m,31-8-05-0428,,1,Rhabdosphaeraceae,Palusphaera,vandelii,,,1.451,,,5.29,6.087,,89.19,5.54,,,,,,,,,,,,,,,,,,,
AMT-14 CTD15 13m,31-8-05-0431,Collapsed,1,Syracosphaeraceae,Syracosphaera,nodosa,,38,1.856,,1.336,,,,815.10,11.59,"CW = 1.336, assuming 30% gap between coccoliths",0.015,,,,9.84,1.18,0.10,11.59,815.10,76.00,619.48,10.58,90.40,7.53,0.01,27.01,2.25,0.04
AMT-14 CTD15 13m,31-8-05-0437,"Collapsed, other part on image 452",1,Syracosphaeraceae,Syracosphaera,prolongata,51,102,3.105,,2.303,,,,15287.88,30.79,"CW = 2.303, assuming 30% gap between coccoliths",0.015,,,,123.66,14.84,1.24,30.79,15287.88,76.00,11618.79,28.10,1417.88,118.16,0.01,210.25,17.52,0.07
AMT-14 CTD15 13m,31-8-05-0440,Collapsed,1,Umbellosphaeraceae,Umbellosphaera,tenuis,,13,5.443,2.004,3.964,,,,87.84,5.52,"CW = 1.229,  maximum upper collar CW = 3.964, possible 5% base overlap",0.015,0.012,0.016,,84.90,10.19,0.85,5.52,87.84,95,83.44,5.42,13.76,1.15,0.74,6.64,0.55,1.53
AMT-14 CTD15 13m,31-8-05-0441,Collapsed,1,Umbellosphaeraceae,Umbellosphaera,tenuis,,14,7.317,1.852,5.529,,,,108.20,5.91,"CW = 1.419,  maximum upper collar CW = 5.529, possible 5% base overlap",0.015,0.012,0.016,,222.12,26.65,2.22,5.91,108.20,95,102.79,5.81,16.74,1.39,1.59,7.68,0.64,3.47
AMT-14 CTD15 13m,31-8-05-0445,Intact,1,Holococcolith,Corisphaera,tyrrheniensis HOL,27,56,1.736,,1.18,6.691,7.122,,166.95,6.83,,,,,,,,,,,,,,,,,,,
AMT-14 CTD15 13m,31-8-05-0445,Intact,1,Syracosphaeraceae,Ophiaster,sp.,24,48,1.206,,0.82,5.244,5.432,,78.21,5.31,Coccosphere size measured from flattened coccosphere,0.015,,,,3.41,0.41,0.03,5.31,78.21,90.00,70.39,5.12,11.73,0.98,0.03,5.89,0.49,0.07
AMT-14 CTD15 13m,31-8-05-0448,Intact,1,Rhabdosphaeraceae,Rhabdosphaera,clavigera,17,34,3.233,,1.964,6.187,7.407,,148.46,6.57,"10 with spines, approx. 24 no spines, spine length = 4.360",0.025,,,,77.55,9.31,0.78,6.57,148.46,90.00,133.61,6.34,21.41,1.78,0.43,9.23,0.77,1.01
AMT-14 CTD15 13m,31-8-05-0449,Collapsed,1,Rhabdosphaeraceae,Discosphaera,tubifera,,,,,,,,,,,Challenge to count coccoliths,0.07,0.053,0.087,,,,,,,,,,,,,,,
AMT-14 CTD15 13m,31-8-05-0450,Partially collapsed,1,Syracosphaeraceae,Syracosphaera,prolongata,30,60,2.568,,1.483,9.458,12.546,Egg,587.63,10.39,Strawberry-shaped,0.015,,,,41.15,4.94,0.41,10.39,587.63,76.00,446.60,9.48,66.49,5.54,0.07,21.48,1.79,0.23
AMT-14 CTD15 13m,31-8-05-0455,Partially collapsed,1,Rhabdosphaeraceae,Rhabdosphaera,clavigera,20,40,3.209,,1.733,,,,155.38,6.67,"11 with spines, approx. 29 no spines, CW = 1.733, 80% coccolith overlap, spine length = 4.530",0.025,,,,89.22,10.71,0.89,6.67,155.38,90.00,139.84,6.44,22.35,1.86,0.48,9.53,0.79,1.12
AMT-14 CTD15 13m,31-8-05-0463,Intact,1,Umbellosphaeraceae,Umbellosphaera,tenuis,13,26,6.494,,5.117,9.28,9.847,,444.02,9.47,"This is coccosphere size, needs adjusting for coccolith height.",0.015,0.012,0.016,,288.38,34.61,2.88,9.47,444.02,95,421.82,9.30,63.01,5.25,0.55,20.64,1.72,1.68
AMT-14 CTD15 13m,31-8-05-0466,"Part of intact coccosphere, other part image 481",1,Noelaerhabdaceae,Emiliania,huxleyi,18,36,3.768,,3.195,7.986,7.986,,266.68,7.99,Only one coccosphere size measurement taken as split across 2 images. Likely 2 layers.,0.02,0.016,0.025,,104.00,12.48,1.04,7.99,266.68,53.00,141.34,6.46,22.57,1.88,0.55,9.60,0.80,1.30
AMT-14 CTD15 13m,31-8-05-0467,Collapsed,1,Rhabdosphaeraceae,Palusphaera,sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMT-14 CTD15 13m,31-8-05-0471,Collapsed,1,Syracosphaeraceae,Ophiaster,sp.,33,66,2.32,,1.275,9.211,10.216,,453.83,9.53,Coccosphere size measured from flattened coccosphere,0.015,,,,33.38,4.01,0.33,9.53,453.83,90.00,408.45,9.21,61.14,5.09,0.07,20.18,1.68,0.20
AMT-14 CTD15 13m,31-8-05-0476,Intact,1,Holococcolith,Corisphaera,tyrrheniensis HOL,34,68,1.547,,0.839,6.335,6.691,,140.60,6.45,,,,,,,,,,,,,,,,,,,
AMT-14 CTD15 13m,31-8-05-0476,Collapsed,1,Alisphaeraceae,Alisphaera,POL phase,,800,0.509,,0.281,6.691,6.98,,163.62,6.79,"Coccosphere size measured from flattened coccosphere, CN estimated as mid-point between range of 600-1000 reported in Nannotax",,,,,,,,,,,,,,,,,,
AMT-14 CTD15 13m,31-8-05-0480,Collapsed,1,Umbellosphaeraceae,Umbellosphaera,tenuis,,22,7.093,2.412,5.915,,,,479.62,9.71,"CW = 1.871,  maximum upper collar CW = 5.915, possible 5% base overlap",0.015,0.012,0.016,,317.96,38.15,3.18,9.71,479.62,95,455.64,9.55,67.75,5.65,0.56,21.78,1.82,1.75
AMT-14 CTD15 13m,31-8-05-0486,Collapsed,1,Syracosphaeraceae,Syracosphaera,anthos,22,44,1.804,,1.231,6.404,6.627,,142.30,6.48,"Coccosphere size measured from flattened coccosphere, CN estimated as mid-point between range of 600-1000 reported in Nannotax",0.015,,,,10.46,1.26,0.10,6.48,142.30,76.00,108.15,5.91,17.56,1.46,0.07,7.96,0.66,0.16
AMT-14 CTD15 13m,31-8-05-0487,Collapsed,1,Rhabdosphaeraceae,Acanthoica,acanthos,17,34,2.936,,1.888,,,,222.61,7.52,Assuming 70% overlap between coccoliths (20-30% surface area is central mound that prevents overlap),,,,,,,,,,,,,,,,,,
AMT-14 CTD15 13m,31-8-05-0489,Intact,1,Noelaerhabdaceae,Emiliania,huxleyi,7,14,3.454,,2.715,5.036,5.324,,70.70,5.13,,0.02,0.016,0.025,,31.15,3.74,0.31,5.13,70.70,53.00,37.47,4.15,6.49,0.54,0.58,3.79,0.32,0.99
AMT-14 CTD15 13m,31-8-05-0495,Collapsed,1,Umbellosphaeraceae,Umbellosphaera,tenuis,,15,7.121,1.686,5.051,,,,87.00,5.50,"CW = 1.258,  maximum upper collar CW = 5.051, possible 5% base overlap",0.015,0.012,0.016,,219.37,26.32,2.19,5.50,87.00,95,82.65,5.40,13.64,1.14,1.93,6.59,0.55,3.99
AMT-14 CTD15 13m,31-8-05-0496,Collapsed,1,Umbellosphaeraceae,Umbellosphaera,tenuis,,16,6.693,1.799,5.17,,,,107.54,5.90,"CW = 1.273,  maximum upper collar CW = 5.170, possible 5% base overlap",0.015,0.012,0.016,,194.28,23.31,1.94,5.90,107.54,95,102.16,5.80,16.64,1.39,1.40,7.65,0.64,3.05
AMT-14 CTD15 13m,31-8-05-0496,Intact,1,Noelaerhabdaceae,Gephyrocapsa,ericsonii,8,16,1.324,,1.022,3.165,3.312,,17.37,3.21,,0.05,0.037,0.06,,5.01,0.60,0.05,3.21,17.37,23,4.00,1.97,0.79,0.07,0.76,0.79,0.07,0.76
AMT-14 CTD15 13m,31-8-05-0497,Intact,1,Holococcolith,Helladosphaera,cornifera HOL,14,28,1.843,,1.18,5.47,5.54,,86.79,5.49,,0.036,,,,17.04,2.04,0.17,5.49,86.79,36.00,31.25,3.91,5.47,0.46,0.37,3.34,0.28,0.61
AMT-14 CTD15 13m,31-8-05-0500,Intact,1,Syracosphaeraceae,Ophiaster,sp.,16,32,1.629,,1.273,,,,419.53,9.29,"CW = 1.273, assuming 30% gap between coccoliths",0.015,,,,5.60,0.67,0.06,9.29,419.53,90.00,377.58,8.97,56.79,4.73,0.01,19.10,1.59,0.04
AMT-14 CTD15 13m,31-8-05-0502,Intact,1,Syracosphaeraceae,Syracosphaera,bannockii,19,38,2.027,,1.321,,,,796.57,11.50,"CW = 1.321, assuming 30% gap between coccoliths",0.015,,,,12.82,1.54,0.13,11.50,796.57,76.00,605.39,10.50,88.47,7.37,0.02,26.58,2.21,0.06
AMT-14 CTD15 13m,31-8-05-0507,Intact,1,Umbellosphaeraceae,Umbellosphaera,tenuis,12,24,5.277,,4.63,8.417,9.452,,350.62,8.75,"This is coccosphere size, needs adjusting for coccolith height.",0.015,0.012,0.016,,142.83,17.14,1.43,8.75,350.62,95,333.09,8.60,50.48,4.21,0.34,17.49,1.46,0.98
AMT-14 CTD15 13m,31-8-05-0508,"Collapsed, other part on image 523",1,Umbellosphaeraceae,Umbellosphaera,tenuis,,23,7.874,1.75,5.902,,,,199.39,7.25,"CW = 1.374,  maximum upper collar CW = 5.902, possible 5% base overlap",0.015,0.012,0.016,,454.75,54.57,4.55,7.25,199.39,95,189.42,7.13,29.71,2.48,1.84,11.78,0.98,4.63
AMT-14 CTD15 13m,31-8-05-0510,Collapsed,1,Syracosphaeraceae,Syracosphaera,norotica,17,34,1.357,,0.719,4.173,4.605,,41.99,4.31,"Coccosphere size measured from flattened coccosphere, CN estimated as mid-point between range of 600-1000 reported in Nannotax",0.015,,,,3.44,0.41,0.03,4.31,41.99,76.00,31.91,3.94,5.58,0.47,0.07,3.39,0.28,0.12
AMT-14 CTD15 13m,31-8-05-0515,"Part of coccosphere, other part image  190",1,Holococcolith,Helicosphaera,catilliferus HOL,42,84,2.781,,1.948,11.507,16.602,,1151.02,13.00,Measured from both images spliced together in illustrator,0.036,,,,175.61,21.07,1.76,13.00,1151.02,47.00,540.98,10.11,79.60,6.63,0.26,24.57,2.05,0.86
AMT-14 CTD15 13m,31-8-05-0521,Intact,1,Syracosphaeraceae,Ophiaster,sp.,23,46,1.062,,0.679,5.684,5.756,,97.37,5.71,,0.015,,,,2.23,0.27,0.02,5.71,97.37,90.00,87.63,5.51,14.41,1.20,0.02,6.87,0.57,0.04
AMT-14 CTD15 13m,31-8-05-0525,Intact,1,Noelaerhabdaceae,Gephyrocapsa,ornata,10,20,2.23,,,4.031,4.031,,34.30,4.03,,0.05,0.037,0.06,,29.94,3.59,0.30,4.03,34.30,23,7.89,2.47,1.50,0.13,2.39,1.27,0.11,2.82
AMT-14 CTD15 13m,31-8-05-0531,Intact,1,Rhabdosphaeraceae,Rhabdosphaera,clavigera,18,36,3.322,,2.139,6.475,7.272,,159.64,6.73,"12 with spines, spine length = 4.685",0.025,,,,89.09,10.69,0.89,6.73,159.64,90.00,143.67,6.50,22.92,1.91,0.47,9.71,0.81,1.10
AMT-14 CTD15 13m,31-8-05-0534,Collapsed,1,Rhabdosphaeraceae,Palusphaera,sp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMT-14 CTD15 13m,31-8-05-0544,Intact,1,Syracosphaeraceae,Syracosphaera,sp.,19,38,1.439,,0.82,4.825,5.108,,62.27,4.92,"Coccosphere size measured from flattened coccosphere, CN estimated as mid-point between range of 600-1000 reported in Nannotax",0.015,,,,4.59,0.55,0.05,4.92,62.27,76.00,47.32,4.49,8.08,0.67,0.07,4.46,0.37,0.12
AMT-14 CTD15 13m,31-8-05-0556,Collapsed,1,Syracosphaeraceae,Syracosphaera,bannockii,,40,1.92,,1.117,,,,616.65,10.56,"CW = 1.117, assuming 30% gap between coccoliths",0.015,,,,11.47,1.38,0.11,10.56,616.65,76.00,468.65,9.64,69.56,5.80,0.02,22.22,1.85,0.06
AMT-14 CTD15 13m,31-8-05-0557,Intact,1,Rhabdosphaeraceae,Discosphaera,tubifera,28,56,1.975,,,4.41,6.126,,62.38,4.92,,0.07,0.053,0.087,,81.54,9.78,0.82,4.92,62.38,95,59.26,4.84,9.98,0.83,0.98,5.22,0.44,1.87
AMT-14 CTD15 13m,31-8-05-0557,Intact,1,Holococcolith,Helladosphaera,cornifera HOL,22,44,1.916,,1.281,,,,870.98,11.85,"CW = 1.281, assuming 30% gap between coccoliths",0.036,,,,30.08,3.61,0.30,11.85,870.98,36.00,313.55,8.43,47.70,3.97,0.08,16.77,1.40,0.22
AMT-14 CTD15 13m,31-8-05-0566,"Collapsed, incomplete",1,Rhabdosphaeraceae,Palusphaera,sp.,,,1.287,,,4.389,4.676,,47.16,4.48,,,,,,,,,,,,,,,,,,,
AMT-14 CTD15 13m,31-8-05-0572,Intact,1,Holococcolith,Homozygosphaera,spinosa,16,32,1.18,,,5.827,6.548,,116.41,6.06,,,,,,,,,,,,,,,,,,,
AMT-14 CTD15 13m,31-8-05-0580,Collapsed,1,Umbellosphaeraceae,Umbellosphaera,tenuis,,17,7.159,1.323,5.251,,,,78.69,5.32,"CW = 1.323,  maximum upper collar CW = 5.251, possible 5% base overlap",0.015,0.012,0.016,,252.62,30.31,2.53,5.32,78.69,95,74.76,5.23,12.41,1.03,2.44,6.15,0.51,4.93
AMT-14 CTD15 13m,31-8-05-0585,Intact,1,Rhabdosphaeraceae,Rhabdosphaera,clavigera,12,24,2.809,,1.73,5.756,5.829,,101.12,5.78,"10 with spines, spine length = 4.232",0.025,,,,35.91,4.31,0.36,5.78,101.12,90.00,91.01,5.58,14.93,1.24,0.29,7.05,0.59,0.61
AMT-14 CTD15 13m,31-8-05-0586,"Part of coccosphere, other part image  571",1,Noelaerhabdaceae,Gephyrocapsa,sp.,10,20,5.051,,,5.973,5.973,,111.58,5.97,Only measured one coccosphere diameter,0.05,0.037,0.06,,347.93,41.75,3.48,5.97,111.58,23,25.66,3.66,4.55,0.38,9.18,2.91,0.24,14.36
